=== Predictions on user test set ===

    inst#     actual  predicted error prediction
    39170        1:?      2:Yes       0.91 
    39171        1:?      2:Yes       1 
    39172        1:?      2:Yes       0.79 
    39173        1:?      2:Yes       1 
    39174        1:?      2:Yes       0.99 
    39175        1:?      2:Yes       0.66 
    39176        1:?       1:No       0.62 
    39177        1:?      2:Yes       0.94 
    39178        1:?      2:Yes       0.94 
    39179        1:?      2:Yes       0.9 
    39180        1:?      2:Yes       0.88 
    39181        1:?      2:Yes       0.78 
    39182        1:?      2:Yes       0.88 
    39183        1:?       1:No       0.55 
    39184        1:?      2:Yes       0.98 
    39185        1:?      2:Yes       0.93 
    39186        1:?      2:Yes       0.51 
    39187        1:?      2:Yes       0.93 
    39188        1:?      2:Yes       1 
    39189        1:?       1:No       0.61 
    39190        1:?      2:Yes       0.99 
    39191        1:?       1:No       0.69 
    39192        1:?      2:Yes       0.81 
    39193        1:?      2:Yes       0.92 
    39194        1:?       1:No       0.79 
    39195        1:?       1:No       0.78 
    39196        1:?      2:Yes       0.92 
    39197        1:?      2:Yes       0.75 
    39198        1:?      2:Yes       0.98 
    39199        1:?      2:Yes       0.95 
    39200        1:?      2:Yes       0.96 
    39201        1:?      2:Yes       0.94 
    39202        1:?      2:Yes       0.74 
    39203        1:?      2:Yes       0.87 
    39204        1:?      2:Yes       0.71 
    39205        1:?      2:Yes       0.97 
    39206        1:?      2:Yes       0.95 
    39207        1:?      2:Yes       0.9 
    39208        1:?      2:Yes       0.99 
    39209        1:?      2:Yes       0.89 
    39210        1:?      2:Yes       0.97 
    39211        1:?       1:No       0.98 
    39212        1:?       1:No       0.95 
    39213        1:?      2:Yes       0.9 
    39214        1:?      2:Yes       0.88 
    39215        1:?      2:Yes       0.81 
    39216        1:?      2:Yes       0.97 
    39217        1:?      2:Yes       0.94 
    39218        1:?      2:Yes       0.9 
    39219        1:?      2:Yes       0.86 
    39220        1:?      2:Yes       0.91 
    39221        1:?      2:Yes       0.93 
    39222        1:?      2:Yes       0.83 
    39223        1:?      2:Yes       0.73 
    39224        1:?      2:Yes       0.99 
    39225        1:?      2:Yes       0.96 
    39226        1:?      2:Yes       1 
    39227        1:?      2:Yes       0.91 
    39228        1:?      2:Yes       0.95 
    39229        1:?      2:Yes       0.76 
    39230        1:?      2:Yes       1 
    39231        1:?      2:Yes       0.86 
    39232        1:?      2:Yes       0.93 
    39233        1:?       1:No       0.73 
    39234        1:?      2:Yes       0.9 
    39235        1:?      2:Yes       0.54 
    39236        1:?      2:Yes       0.99 
    39237        1:?      2:Yes       0.76 
    39238        1:?      2:Yes       0.94 
    39239        1:?      2:Yes       0.92 
    39240        1:?      2:Yes       0.88 
    39241        1:?      2:Yes       0.85 
    39242        1:?      2:Yes       0.95 
    39243        1:?      2:Yes       0.99 
    39244        1:?      2:Yes       0.86 
    39245        1:?      2:Yes       0.87 
    39246        1:?       1:No       0.73 
    39247        1:?      2:Yes       0.72 
    39248        1:?      2:Yes       1 
    39249        1:?      2:Yes       0.85 
    39250        1:?      2:Yes       0.51 
    39251        1:?      2:Yes       1 
    39252        1:?      2:Yes       0.6 
    39253        1:?      2:Yes       0.6 
    39254        1:?      2:Yes       0.98 
    39255        1:?      2:Yes       0.65 
    39256        1:?      2:Yes       0.66 
    39257        1:?      2:Yes       0.95 
    39258        1:?      2:Yes       0.85 
    39259        1:?      2:Yes       0.97 
    39260        1:?      2:Yes       0.94 
    39261        1:?      2:Yes       0.93 
    39262        1:?      2:Yes       0.97 
    39263        1:?      2:Yes       1 
    39264        1:?      2:Yes       0.75 
    39265        1:?       1:No       0.81 
    39266        1:?      2:Yes       0.87 
    39267        1:?      2:Yes       0.99 
    39268        1:?      2:Yes       0.99 
    39269        1:?      2:Yes       1 
    39270        1:?      2:Yes       1 
    39271        1:?      2:Yes       0.96 
    39272        1:?      2:Yes       0.83 
    39273        1:?      2:Yes       0.92 
    39274        1:?       1:No       0.97 
    39275        1:?      2:Yes       0.85 
    39276        1:?      2:Yes       0.69 
    39277        1:?      2:Yes       0.89 
    39278        1:?      2:Yes       0.94 
    39279        1:?      2:Yes       0.66 
    39280        1:?      2:Yes       0.99 
    39281        1:?      2:Yes       0.98 
    39282        1:?      2:Yes       0.93 
    39283        1:?      2:Yes       0.85 
    39284        1:?      2:Yes       1 
    39285        1:?      2:Yes       0.98 
    39286        1:?      2:Yes       0.98 
    39287        1:?      2:Yes       1 
    39288        1:?      2:Yes       0.99 
    39289        1:?      2:Yes       0.99 
    39290        1:?      2:Yes       0.83 
    39291        1:?      2:Yes       0.94 
    39292        1:?      2:Yes       0.91 
    39293        1:?      2:Yes       0.99 
    39294        1:?      2:Yes       0.88 
    39295        1:?       1:No       0.91 
    39296        1:?      2:Yes       0.98 
    39297        1:?      2:Yes       0.98 
    39298        1:?      2:Yes       0.52 
    39299        1:?      2:Yes       0.78 
    39300        1:?      2:Yes       0.89 
    39301        1:?      2:Yes       0.76 
    39302        1:?      2:Yes       0.92 
    39303        1:?      2:Yes       1 
    39304        1:?      2:Yes       0.9 
    39305        1:?      2:Yes       0.91 
    39306        1:?      2:Yes       0.86 
    39307        1:?      2:Yes       0.93 
    39308        1:?      2:Yes       0.61 
    39309        1:?      2:Yes       0.67 
    39310        1:?       1:No       0.91 
    39311        1:?      2:Yes       0.93 
    39312        1:?      2:Yes       0.77 
    39313        1:?      2:Yes       0.61 
    39314        1:?      2:Yes       0.83 
    39315        1:?      2:Yes       1 
    39316        1:?      2:Yes       0.9 
    39317        1:?      2:Yes       0.66 
    39318        1:?      2:Yes       0.95 
    39319        1:?      2:Yes       0.95 
    39320        1:?      2:Yes       0.98 
    39321        1:?      2:Yes       0.96 
    39322        1:?      2:Yes       0.7 
    39323        1:?      2:Yes       0.91 
    39324        1:?      2:Yes       0.55 
    39325        1:?      2:Yes       0.91 
    39326        1:?      2:Yes       1 
    39327        1:?      2:Yes       0.94 
    39328        1:?      2:Yes       1 
    39329        1:?      2:Yes       0.79 
    39330        1:?      2:Yes       1 
    39331        1:?       1:No       0.78 
    39332        1:?      2:Yes       0.89 
    39333        1:?      2:Yes       0.86 
    39334        1:?      2:Yes       0.98 
    39335        1:?      2:Yes       0.86 
    39336        1:?      2:Yes       0.91 
    39337        1:?      2:Yes       0.92 
    39338        1:?      2:Yes       0.84 
    39339        1:?      2:Yes       0.93 
    39340        1:?      2:Yes       0.89 
    39341        1:?      2:Yes       0.99 
    39342        1:?       1:No       0.55 
    39343        1:?      2:Yes       0.92 
    39344        1:?      2:Yes       0.92 
    39345        1:?      2:Yes       0.93 
    39346        1:?      2:Yes       1 
    39347        1:?      2:Yes       0.86 
    39348        1:?      2:Yes       0.99 
    39349        1:?      2:Yes       0.96 
    39350        1:?      2:Yes       0.76 
    39351        1:?      2:Yes       0.96 
    39352        1:?      2:Yes       1 
    39353        1:?      2:Yes       0.77 
    39354        1:?      2:Yes       0.95 
    39355        1:?       1:No       0.61 
    39356        1:?      2:Yes       0.96 
    39357        1:?      2:Yes       0.95 
    39358        1:?      2:Yes       0.78 
    39359        1:?      2:Yes       0.92 
    39360        1:?      2:Yes       0.67 
    39361        1:?      2:Yes       0.91 
    39362        1:?      2:Yes       0.98 
    39363        1:?      2:Yes       1 
    39364        1:?      2:Yes       0.99 
    39365        1:?      2:Yes       0.95 
    39366        1:?       1:No       0.72 
    39367        1:?      2:Yes       1 
    39368        1:?      2:Yes       1 
    39369        1:?       1:No       0.54 
    39370        1:?       1:No       0.81 
    39371        1:?      2:Yes       0.89 
    39372        1:?      2:Yes       0.91 
    39373        1:?       1:No       0.57 
    39374        1:?      2:Yes       1 
    39375        1:?      2:Yes       0.89 
    39376        1:?      2:Yes       0.9 
    39377        1:?      2:Yes       0.73 
    39378        1:?      2:Yes       0.95 
    39379        1:?      2:Yes       0.99 
    39380        1:?      2:Yes       0.88 
    39381        1:?      2:Yes       1 
    39382        1:?      2:Yes       0.99 
    39383        1:?      2:Yes       0.99 
    39384        1:?       1:No       0.92 
    39385        1:?      2:Yes       0.54 
    39386        1:?      2:Yes       0.74 
    39387        1:?      2:Yes       0.91 
    39388        1:?       1:No       0.54 
    39389        1:?      2:Yes       0.68 
    39390        1:?      2:Yes       0.51 
    39391        1:?       1:No       0.66 
    39392        1:?       1:No       0.79 
    39393        1:?      2:Yes       0.98 
    39394        1:?      2:Yes       0.68 
    39395        1:?      2:Yes       0.88 
    39396        1:?      2:Yes       0.79 
    39397        1:?      2:Yes       0.96 
    39398        1:?      2:Yes       0.77 
    39399        1:?      2:Yes       0.98 
    39400        1:?      2:Yes       0.86 
    39401        1:?      2:Yes       0.76 
    39402        1:?      2:Yes       0.9 
    39403        1:?      2:Yes       0.83 
    39404        1:?      2:Yes       0.77 
    39405        1:?      2:Yes       0.98 
    39406        1:?      2:Yes       0.88 
    39407        1:?       1:No       0.81 
    39408        1:?      2:Yes       0.87 
    39409        1:?      2:Yes       0.92 
    39410        1:?      2:Yes       0.59 
    39411        1:?      2:Yes       0.99 
    39412        1:?      2:Yes       0.96 
    39413        1:?      2:Yes       0.87 
    39414        1:?       1:No       0.72 
    39415        1:?       1:No       0.87 
    39416        1:?      2:Yes       0.9 
    39417        1:?      2:Yes       0.99 
    39418        1:?       1:No       0.91 
    39419        1:?      2:Yes       0.99 
    39420        1:?      2:Yes       1 
